idPrestamo,target,monthly_debt_capacity,var_employment_time_in_months,approved_amount,approved_term,approved_interest_amount,var_net_income,person_gender,credit_history_marital_status,var_max_sbs_qual_12m,person_degree_type_desc,default_request_term,default_request_amount
LIBDISP8257897347,1,288.89,25.0,"2,600",12,797.49,1050.0,MALE,S,NORMAL,Universitaria,0,0
LIBDISP2419312303,1,401.02,,"1,700",5,212.1,1853.95,MALE,S,NORMAL,Universitaria,0,0
LIBDISP1082765583,1,633.5,9.0,"1,000",6,240.92,2534.0,MALE,S,NORMAL,Universitaria,1,0
LIBDISP1646998730,1,436.16,36.0,"1,000",3,88.14,2190.0666666666666,FEMALE,S,NORMAL,Secundaria,1,0
LIBDISP0991886668,0,529.84,11.0,"2,500",6,360.78,3009.6566666666668,MALE,C,NORMAL,Carrera T̩cnica,0,0
LIBDISP9789336881,0,459.39,76.0,"1,500",6,221.53,3681.47,FEMALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP4482365251,0,371.42,73.0,"1,800",6,337.67,1961.82,MALE,C,NORMAL,Carrera T̩cnica,0,0
LIBDISP6132133506,0,390.59,35.0,"1,900",6,356.42,1649.375,MALE,S,NORMAL,Universitaria,0,0
LIBDISP8259259468,1,395.25,14.0,"2,000",6,277.51,2686.355,FEMALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP6049656299,0,515.27,63.0,"1,500",6,221.53,2061.0916666666667,FEMALE,C,NORMAL,Universitaria,1,0
LIBDISP4944521712,0,488.74,19.0,"3,000",12,920.18,1666.875,MALE,C,NORMAL,Universitaria,0,0
LIBDISP3203807484,0,336,68.0,800,3,70.37,2422.221666666667,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP4392181938,0,582.16,77.0,"1,000",3,84.99,2416.75,FEMALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP6652675139,1,727.29,1.0,"5,000",12,"1,515.2",6176.225,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP1515730602,0,626.09,77.0,"2,500",6,360.78,2717.6916666666666,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP5736080166,1,624.01,3.0,"3,000",6,525.83,2588.7166666666667,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP2520699899,0,227.51,7.0,"2,000",12,632.87,2446.453333333333,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP4982272491,0,"1,819.11",22.0,"2,000",6,290.75,7674.295999999999,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP0063465429,0,550.07,12.0,"1,000",3,88.14,2400.0,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP1368337097,0,383.98,8.0,"3,500",12,"1,073.54",1312.5,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP4623483055,1,729.24,,"3,000",6,410.93,3072.995,MALE,S,NORMAL,Universitaria,1,0
LIBDISP0159284112,0,542.09,14.0,"2,700",6,473.25,2534.0,MALE,D,NORMAL,Universitaria,0,0
LIBDISP6389674672,0,474.24,27.0,"2,000",6,375.18,1896.9416666666666,MALE,S,NORMAL,Universitaria,0,0
LIBDISP8999737148,0,148.04,6.0,"1,200",12,508.19,1338.75,FEMALE,C,NORMAL,Carrera T̩cnica,0,0
LIBDISP8031461101,0,746.08,79.0,"3,000",6,429.99,4034.456666666667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP7142010670,0,518.57,12.0,"2,500",6,360.78,2615.33,FEMALE,C,NORMAL,Carrera T̩cnica,0,0
LIBDISP8764213996,0,853.49,4.0,"3,000",6,525.83,3634.5,FEMALE,S,CPP,Universitaria,1,0
LIBDISP8322556175,0,386.6,73.0,"1,900",6,356.42,2118.153333333333,FEMALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP1866365375,0,213.51,74.0,"1,000",6,152.25,2039.986666666667,MALE,S,DEFICIENTE,Carrera T̩cnica,1,0
LIBDISP8624564009,0,446.4,81.0,"1,000",3,91.15,2265.8883333333333,MALE,S,DUDOSO,Universitaria,0,0
LIBDISP8997942201,0,"1,258.92",,"4,000",12,944.36,5769.5,MALE,C,NORMAL,Universitaria,0,0
LIBDISP8678839925,0,975.93,15.0,"2,500",6,344.9,3372.913333333333,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP3734051365,0,466.35,16.0,"1,000",3,84.99,2444.108333333333,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP7639065165,0,262.25,2.0,"1,200",6,289.11,2963.398333333333,FEMALE,S,CPP,Universitaria,1,0
LIBDISP3283033007,0,488.38,12.0,"1,500",6,221.53,2075.25,MALE,C,NORMAL,Universitaria,1,0
LIBDISP0640731607,0,382.79,20.0,"1,500",6,221.53,3705.666666666667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP2588810275,0,"1,338.87",43.0,700,2,35.9,6322.773120000001,MALE,S,NORMAL,Universitaria,0,0
LIBDISP6262862678,0,455.48,12.0,"1,000",3,84.99,1821.9016666666666,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP8134087568,0,643.01,41.0,"3,000",6,525.83,2994.0,MALE,S,NORMAL,Universitaria,1,0
LIBDISP5761086828,0,454.64,77.0,"1,500",6,221.53,2600.4416666666666,MALE,S,NORMAL,Universitaria,1,0
LIBDISP7199799430,1,616.62,72.0,"3,000",6,525.83,2630.145,FEMALE,S,CPP,Carrera T̩cnica,0,0
LIBDISP4254450064,0,186.65,23.0,"1,700",12,487.88,1237.25,MALE,C,NORMAL,Universitaria,0,0
LIBDISP4826888665,0,233.37,28.0,"1,000",6,152.32,1504.125,FEMALE,S,NORMAL,Secundaria,0,0
LIBDISP3843934653,0,"1,627.79",40.0,"3,500",10,825.17,7185.009493333332,FEMALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP2483741076,0,275.15,40.0,"1,300",6,193.84,1803.1416666666669,MALE,S,CPP,Carrera T̩cnica,0,0
LIBDISP7635081461,1,334.82,4.0,"3,000",12,920.18,1119.125,MALE,S,NORMAL,Secundaria,0,0
LIBDISP6892048556,0,400,0.0,"3,600",12,"1,104.21",0.0,MALE,C,NORMAL,Universitaria,0,0
LIBDISP8610722199,0,962.08,28.0,"2,000",3,164.96,3950.48,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP7503524504,0,236.7,,"1,500",12,405.07,1124.375,MALE,S,NORMAL,Universitaria,0,0
LIBDISP6455979740,0,180.58,20.0,900,6,166.08,1050.0,MALE,S,NORMAL,Universitaria,0,0
LIBDISP7491556751,0,200,6.0,"1,000",6,152.32,1918.0466666666666,MALE,S,DEFICIENTE,Universitaria,1,0
LIBDISP1405169712,0,767.39,10.0,"2,500",6,344.9,2627.8,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP5091229985,0,919.44,71.0,"2,000",6,326.98,4047.2666666666655,FEMALE,C,CPP,Universitaria,1,0
LIBDISP3228187915,0,838.54,80.0,"2,200",3,171.15,3534.866666666667,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP6006758222,0,340,,500,2,34.87,2250.0,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP7055422025,0,562.43,,"5,000",12,"1,241.66",1882.09,FEMALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP9704444331,0,"1,060.76",43.0,"5,000",12,"1,515.2",3908.491666666667,MALE,C,NORMAL,Carrera T̩cnica,0,0
LIBDISP4481889681,0,540.68,66.0,"1,000",3,84.99,2162.708333333333,MALE,S,NORMAL,Universitaria,0,0
LIBDISP7303896861,1,778.93,12.0,"1,000",6,152.32,3137.5,FEMALE,C,NORMAL,Carrera T̩cnica,0,0
LIBDISP0537063223,0,250,61.0,"1,200",6,180,4393.136666666666,MALE,C,NORMAL,Carrera T̩cnica,1,0
LIBDISP4442816464,0,474.04,79.0,"1,000",3,88.14,1896.16,MALE,S,NORMAL,Secundaria,1,0
LIBDISP3789603368,0,345.67,4.0,"3,100",12,950.85,1356.25,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP3372926476,1,463.84,10.0,"2,300",6,317.94,2534.0,MALE,S,CPP,Universitaria,1,0
LIBDISP9683485548,1,869.71,18.0,"6,000",12,"1,598.86",2899.038333333333,MALE,S,CPP,Carrera T̩cnica,0,0
LIBDISP7199117032,0,300,8.0,"1,400",6,207.69,2400.625,MALE,S,DEFICIENTE,Carrera T̩cnica,1,0
LIBDISP7742289884,0,420,0.0,"2,000",6,277.51,0.0,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP4285741393,1,330,72.0,"3,000",12,832.17,1205.75,FEMALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP7241455910,1,783.65,0.0,"2,500",6,344.9,2612.1666666666665,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP4940425574,0,250,0.0,"1,000",6,240.92,0.0,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP9004560978,0,754.4,63.0,"2,500",6,360.78,3301.67,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP7531871637,0,347.55,20.0,"3,100",12,950.85,3270.126666666666,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP1066716474,1,411.49,65.0,"2,000",6,375.18,1856.295,MALE,S,NORMAL,Secundaria,0,0
LIBDISP7659474990,0,"1,010.27",76.0,"1,500",6,210.12,3367.581666666667,MALE,C,NORMAL,Carrera T̩cnica,0,0
LIBDISP6449954387,0,501.13,82.0,"1,200",3,104.92,2288.556666666667,MALE,C,NORMAL,Carrera T̩cnica,1,0
LIBDISP8370643589,0,469.36,12.0,"1,500",6,221.53,2100.0,MALE,C,NORMAL,Universitaria,1,0
LIBDISP7735790622,0,642.95,,"6,200",12,"1,450.58",2143.1666666666665,MALE,S,PERDIDA,Secundaria,0,0
LIBDISP9342746353,0,606.53,74.0,"1,000",3,84.99,2426.13,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP3137745380,0,434.44,63.0,"1,000",3,91.9,1737.75,MALE,S,NORMAL,Universitaria,0,0
LIBDISP2274463794,1,860,27.0,"8,000",12,"2,131.81",1830.5,FEMALE,C,NORMAL,Universitaria,0,0
LIBDISP2906294851,1,288.53,7.0,"1,000",6,201.33,1050.0,FEMALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP3395508635,0,"1,144.02",77.0,"6,100",6,672.26,6492.226666666667,FEMALE,S,NORMAL,Postgrado,1,0
LIBDISP9117774996,0,"1,726.75",6.0,"5,000",12,"1,515.2",5829.991666666668,FEMALE,S,NORMAL,Postgrado,0,0
LIBDISP3141901567,1,466.15,50.0,"1,000",3,84.99,2425.348333333333,FEMALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP3324080259,0,525.44,81.0,"1,300",3,112.14,2606.695,MALE,S,NORMAL,Universitaria,1,0
LIBDISP8120295033,0,883.67,14.0,"1,500",6,221.53,2945.575,MALE,S,NORMAL,Universitaria,1,0
LIBDISP8885569839,0,303.13,,"1,000",6,184.53,1320.375,MALE,S,CPP,Carrera T̩cnica,1,0
LIBDISP7543668465,0,224.82,25.0,"1,000",6,152.32,1528.625,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP9847755667,1,860.1,14.0,"2,500",6,344.9,2866.99,MALE,S,NORMAL,Universitaria,1,0
LIBDISP9417212646,0,360,,500,2,34.87,2800.0,MALE,S,NORMAL,Postgrado,0,0
LIBDISP9741616241,0,786.01,25.0,"3,000",6,484.28,3263.721666666667,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP1985423217,0,380,10.0,"1,500",6,221.53,2065.0,FEMALE,S,CPP,Carrera T̩cnica,1,0
LIBDISP2904239558,0,459.83,30.0,"1,100",3,96.2,2372.195,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP6397854231,1,418.52,25.0,"1,000",3,91.9,1761.375,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP0221385148,1,648.75,18.0,"1,000",3,84.99,2600.4416666666666,MALE,C,NORMAL,Carrera T̩cnica,0,0
LIBDISP6948885071,1,306.19,27.0,"2,800",12,858.83,1132.25,MALE,S,NORMAL,Universitaria,0,0
LIBDISP5791473989,1,"2,743.51",,"6,000",12,"1,403.78",9145.041666666666,MALE,S,NORMAL,Universitaria,0,0
LIBDISP5310293210,0,478.13,,"4,300",12,"1,318.92",3314.25,MALE,C,NORMAL,Universitaria,0,0
LIBDISP1967155937,0,472.76,,"2,400",6,351.59,2267.451666666667,MALE,C,NORMAL,Carrera T̩cnica,0,0
LIBDISP3469956875,0,980,0.0,"5,000",6,784.02,0.0,MALE,C,NORMAL,Secundaria,1,0
LIBDISP3157131907,0,918.8,37.0,"7,000",12,"1,429.16",3659.4083333333338,MALE,C,NORMAL,Universitaria,0,0
LIBDISP3959132343,1,410.73,24.0,"1,000",6,240.92,3275.1083333333336,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP3728150062,0,"1,051.31",59.0,"3,000",6,429.99,4205.256666666666,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP8068526258,0,255,0.0,"1,000",6,152.32,0.0,MALE,S,NORMAL,Secundaria,1,0
LIBDISP7121276227,0,"2,960.24",55.0,"12,000",6,"1,317.48",11752.905373333333,MALE,S,CPP,Universitaria,1,0
LIBDISP9325629429,1,358.41,72.0,"3,200",12,981.52,1201.375,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP0258354025,0,435.63,17.0,"1,500",6,281.39,1818.775,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP1769899148,0,866.7,71.0,"5,000",12,"1,515.2",2915.7166666666667,FEMALE,D,CPP,Universitaria,0,0
LIBDISP4723772938,0,"1,150.29",79.0,"3,000",6,429.99,5012.286666666667,MALE,C,NORMAL,Universitaria,1,0
LIBDISP4306237599,0,"1,070.59",14.0,"1,500",6,187.43,3701.17,MALE,S,NORMAL,Universitaria,1,0
LIBDISP8568290240,0,435.72,53.0,"1,500",6,221.53,1975.108333333333,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP4931937683,0,618.89,26.0,"2,500",6,360.78,2534.0,MALE,S,NORMAL,Secundaria,0,0
LIBDISP5487092264,0,280.67,,"1,400",6,258.34,1971.9816666666666,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP6679691739,1,289.67,28.0,"1,400",6,337.29,1308.125,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP1159807434,0,330,,500,2,34.87,2865.0,MALE,S,NORMAL,Universitaria,0,0
LIBDISP5893412812,1,285.84,,"1,400",6,258.34,1312.5,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP2649791256,1,553.43,73.0,"5,000",12,"1,515.2",1896.16,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP2353035510,0,426.2,73.0,"1,500",6,281.39,2534.0,FEMALE,S,CPP,Carrera T̩cnica,1,0
LIBDISP6979430947,1,"1,125.67",64.0,"1,500",6,221.53,4502.666666666666,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP1204505565,0,509.81,8.0,"1,200",3,104.92,2180.6866666666665,FEMALE,S,CPP,Universitaria,0,0
LIBDISP3968151712,1,300.46,11.0,"1,400",6,207.59,1422.75,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP5836177020,0,385.44,47.0,900,3,79.42,2200.228333333333,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP8195980101,0,395.45,28.0,"1,900",6,356.42,1639.75,FEMALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP0596726492,0,473.14,37.0,"1,200",3,104.17,2445.6716666666666,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP8967060171,0,303.89,,"2,500",12,613.66,3348.41,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP2257646750,0,454.43,11.0,"1,000",3,84.99,2038.4233333333327,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP1299538566,1,546.31,,"5,000",12,"1,241.66",2354.998333333333,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP1516854228,0,"2,119.04",82.0,"1,000",2,39.43,9302.201546666667,FEMALE,S,NORMAL,Postgrado,0,0
LIBDISP8257452827,0,876.08,36.0,"1,500",3,118.2,4144.425,MALE,S,NORMAL,Universitaria,1,0
LIBDISP1192828439,1,715,,"7,000",12,"1,572.86",7999.841666666667,MALE,C,CPP,Universitaria,0,0
LIBDISP2652833554,1,633.5,0.0,"2,500",6,360.78,2534.0,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP0800314639,1,524.17,18.0,"4,900",12,"1,359.21",1750.0,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP3628548854,0,365.22,43.0,"1,800",6,250.55,2579.3366666666666,FEMALE,S,CPP,Carrera T̩cnica,0,0
LIBDISP3225834195,0,"1,102.79",64.0,"2,500",6,344.9,3723.1766666666663,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP3983453859,0,414.63,49.0,"1,000",3,84.99,1851.605,FEMALE,S,CPP,Carrera T̩cnica,0,0
LIBDISP6724685037,1,328.22,6.0,"1,600",6,300.15,1400.0,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP2117238938,1,573.16,4.0,"1,000",6,216.34,1956.3483333333331,MALE,S,CPP,Carrera T̩cnica,1,0
LIBDISP1702017206,0,210.94,64.0,"1,000",6,152.25,2843.54,MALE,S,NORMAL,Universitaria,0,0
LIBDISP8213079427,0,362.17,24.0,"3,300",12,"1,012.2",1474.375,FEMALE,C,NORMAL,Universitaria,0,0
LIBDISP5348957228,1,926.02,18.0,"1,500",6,187.43,3086.7466666666664,FEMALE,S,NORMAL,Secundaria,1,0
LIBDISP4714755777,0,516.09,22.0,"1,500",6,210.12,2608.258333333333,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP1283184138,0,521.4,13.0,"1,000",3,88.14,2160.363333333333,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP9398632662,0,391.39,11.0,"1,000",6,201.33,1304.625,MALE,S,NORMAL,Universitaria,1,0
LIBDISP7911989051,1,384.11,,"2,000",6,292.99,1970.418333333333,FEMALE,S,CPP,Universitaria,1,0
LIBDISP1268252201,0,588.86,47.0,"2,500",6,360.78,2918.5550000000007,FEMALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP8966865775,1,873.04,77.0,"2,500",6,360.78,3492.166666666666,MALE,S,NORMAL,Secundaria,1,0
LIBDISP5888810855,0,785.4,13.0,"1,500",6,210.12,2618.0,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP7809617626,0,501.97,11.0,"1,500",6,221.53,2276.05,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP4591820669,1,"2,400.47",,"10,000",12,"1,850.67",6946.948333333334,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP7916772434,0,457.15,30.0,"2,300",6,332.28,3073.7066666666665,MALE,S,NORMAL,Universitaria,1,0
LIBDISP3488623491,0,230,0.0,"1,000",6,152.32,0.0,MALE,S,NORMAL,Universitaria,1,0
LIBDISP4048178978,1,493.51,22.0,"1,000",3,88.99,2247.128333333333,MALE,S,NORMAL,Secundaria,0,0
LIBDISP2337066017,0,"1,040.18",75.0,"5,000",6,608.2,3467.258333333333,MALE,S,NORMAL,Universitaria,1,0
LIBDISP4274882000,0,928.28,37.0,"1,200",12,426.98,4702.0,MALE,S,NORMAL,Universitaria,0,0
LIBDISP7925271237,0,555.33,64.0,"1,000",3,84.99,2221.333333333333,MALE,S,NORMAL,Universitaria,0,0
LIBDISP7457510248,1,337.19,7.0,"3,000",12,920.18,1242.5,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP1654172265,0,400.59,14.0,"1,000",3,79.59,1343.125,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP5116626804,0,"1,011.84",35.0,"2,500",6,360.78,5165.22,FEMALE,S,CPP,Universitaria,1,0
LIBDISP7920975839,0,618.7,48.0,"1,500",5,188.73,2474.795,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP4656990647,1,"1,974.25",76.0,"10,600",6,"1,125.94",8451.855,MALE,S,NORMAL,Universitaria,1,0
LIBDISP8411904380,1,811.9,47.0,"4,000",12,"1,226.9",2971.2266666666665,MALE,S,NORMAL,Universitaria,0,0
LIBDISP0917930133,1,550.45,51.0,"1,000",3,84.99,2201.7916666666665,MALE,S,NORMAL,Secundaria,0,0
LIBDISP6683667255,0,823.54,49.0,"1,500",6,221.53,3303.575,MALE,S,NORMAL,Postgrado,1,0
LIBDISP0855582321,1,399.18,9.0,"3,600",12,"1,104.21",1605.625,MALE,S,NORMAL,Universitaria,0,0
LIBDISP8656842868,1,624.15,12.0,"1,000",3,84.99,2496.6,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP3281470257,0,"1,706.51",75.0,"6,000",6,728.42,5688.37,MALE,C,NORMAL,Postgrado,1,0
LIBDISP5491327838,0,758.66,49.0,500,1,23.05,1674.75,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP6772682328,0,"1,132.61",21.0,"3,000",6,429.99,4601.733333333334,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP9170003330,1,270.86,72.0,"1,300",6,313.2,1174.25,MALE,S,NORMAL,Secundaria,0,0
LIBDISP6205769664,0,853,0.0,"2,500",6,438.19,0.0,MALE,S,NORMAL,Universitaria,1,0
LIBDISP6556537196,0,392.81,79.0,900,3,79.42,2606.695,MALE,S,NORMAL,Universitaria,1,0
LIBDISP9385747838,1,313.28,13.0,"1,500",6,281.39,1296.75,MALE,S,NORMAL,Secundaria,1,0
LIBDISP3781500862,1,575.61,71.0,"5,400",12,"1,438.97",2044.676666666667,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP5446936498,0,215.39,72.0,"2,000",12,573.97,1474.375,FEMALE,C,NORMAL,Postgrado,0,0
LIBDISP7292778091,1,259.85,26.0,"1,200",6,180,3431.675,FEMALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP9393712091,0,834.95,77.0,"3,000",6,367.76,2845.103333333333,MALE,S,DEFICIENTE,Secundaria,1,0
LIBDISP6912765124,0,438.76,,"2,300",6,305.79,1534.75,MALE,S,NORMAL,Secundaria,1,0
LIBDISP3286123686,1,506.91,,"4,500",12,"1,169.56",2025.9166666666665,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP2386827841,0,169.58,,800,6,147.63,1575.0,FEMALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP7670989607,0,"1,539.64",71.0,"5,000",12,"1,515.2",5880.52,FEMALE,C,NORMAL,Universitaria,0,0
LIBDISP0362394141,1,271.99,73.0,"1,500",12,426.67,1384.25,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP5551919695,0,"5,689.3",77.0,"7,500",6,662.51,19594.79748,MALE,C,NORMAL,Postgrado,1,0
LIBDISP9093171783,1,411.48,0.0,"1,500",6,221.53,2534.0,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP9528829997,0,332.71,27.0,"1,500",6,221.53,2501.951666666667,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP6782404503,0,"1,074.78",62.0,"3,000",6,429.99,4406.658333333333,MALE,C,NORMAL,Universitaria,1,0
LIBDISP3200466721,0,843.58,84.0,500,1,23.05,3000.405,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP7744655519,0,610.96,3.0,"3,000",6,429.8,3421.0,MALE,S,NORMAL,Universitaria,1,0
LIBDISP2170496303,0,538.52,12.0,"2,700",6,388.46,4346.166666666667,MALE,S,NORMAL,Universitaria,0,0
LIBDISP8642296732,0,437.5,18.0,"1,500",6,221.53,1750.0,FEMALE,S,CPP,Universitaria,1,0
LIBDISP7807663193,1,591.53,64.0,"2,500",6,360.78,3507.083333333333,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP7784710930,0,649.73,12.0,"1,400",10,347.35,2165.75,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP8619084343,0,"1,510.61",73.0,"1,000",4,141.35,7583.691666666667,MALE,C,NORMAL,Postgrado,0,0
LIBDISP9238567738,0,395.22,7.0,"1,800",8,348.75,1575.0,MALE,S,NORMAL,Universitaria,0,0
LIBDISP8419957340,1,486.55,77.0,"1,500",6,221.53,1946.1866666666665,MALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP3029793068,0,219.33,50.0,"1,000",6,240.92,1767.5,FEMALE,D,CPP,Universitaria,1,0
LIBDISP7912531044,0,647.07,6.0,"2,500",6,344.9,2534.0,MALE,S,NORMAL,Universitaria,0,0
LIBDISP7160260692,1,478.61,4.0,"1,200",3,104.17,2280.74,MALE,C,NORMAL,Universitaria,0,0
LIBDISP5365550223,0,"1,083.87",77.0,"1,500",6,221.53,4335.491666666667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP3785610355,1,504.66,3.0,"1,000",3,84.99,2373.758333333333,MALE,S,NORMAL,Secundaria,1,0
LIBDISP9739490143,0,370,,500,2,34.87,0.0,FEMALE,S,NORMAL,Secundaria,0,0
LIBDISP8278555948,0,"1,611.75",7.0,"5,000",12,"1,515.2",6113.295,MALE,S,CPP,Postgrado,0,0
LIBDISP5376245418,0,703.52,15.0,"3,000",6,429.99,4050.825,MALE,S,NORMAL,Universitaria,1,0
LIBDISP4404125256,0,507.84,15.0,"2,000",6,375.18,2184.595,FEMALE,C,NORMAL,Universitaria,1,0
LIBDISP0502976997,0,316.61,,"1,600",6,234.4,1379.875,MALE,C,NORMAL,Universitaria,0,0
LIBDISP6707417663,0,492.88,0.0,"1,000",3,84.99,2491.008333333333,MALE,S,NORMAL,Universitaria,1,0
LIBDISP5547702376,0,220,51.0,"1,000",6,152.32,2618.1,MALE,S,CPP,Universitaria,1,0
LIBDISP3479088708,0,590,74.0,"4,000",12,880.78,6209.381666666666,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP4208008223,0,189.86,,"1,700",12,459.08,1844.57,FEMALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP4101235572,0,382.11,,"1,300",4,168.65,1649.375,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP9381622377,0,242.63,8.0,"1,100",6,166.16,2083.76,MALE,S,NORMAL,Universitaria,1,0
LIBDISP4061849347,0,850.48,7.0,"2,500",6,344.9,2834.941666666666,FEMALE,S,NORMAL,Carrera T̩cnica,1,0
LIBDISP9649018145,1,710.72,68.0,"6,700",12,"1,785.39",2369.068333333333,MALE,S,NORMAL,Universitaria,0,0
LIBDISP3194368310,0,280,82.0,600,3,55.99,1580.25,MALE,S,NORMAL,Secundaria,0,0
LIBDISP7785066863,1,648.13,36.0,"3,000",6,410.93,2761.465,MALE,C,NORMAL,Universitaria,1,0
LIBDISP8476842091,0,600.27,5.0,"5,000",12,"1,515.2",2000.9033333333327,MALE,S,NORMAL,Carrera T̩cnica,0,0
LIBDISP0977762332,1,597.15,11.0,"2,500",6,360.78,2964.8216666666667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP6507362102,0,542.66,76.0,"1,000",3,84.99,2384.87,FEMALE,S,NORMAL,Secundaria,0,0
LIBDISP3694575641,0,493.5,8.0,"1,500",6,221.53,2320.605,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP1376632419,0,400,6.0,900,3,79.42,2989.018333333333,MALE,S,CPP,Universitaria,0,0
